A2IMART(1)	A2IMART(1)	1	10000	0	0	0	0	10	help_a2imart(1)	1		
A2IMART(2)	A2IMART(2)	1	10000	0	0	0	0	10	help_a2imart(2)	1		
A2IMART(3)	A2IMART(3)	1	10000	0	0	0	0	10	help_a2imart(3)	1		
A2IMART(4)	A2IMART(4)	1	10000	0	0	0	0	10	help_a2imart(4)	1		
A2IMART(5)	A2IMART(5)	1	10000	0	0	0	0	10	help_a2imart(5)	1		
A2IMART(6)	A2IMART(6)	1	10000	0	0	0	0	10	help_a2imart(6)	1		
A2IMART(7)	A2IMART(7)	1	10000	0	0	0	0	10	help_a2imart(7)	1		
A2IMART(8)	A2IMART(8)	1	10000	0	0	0	0	10	help_a2imart(8)	1		
A2UMART(1)	A2UMART(1)	1	10000	0	0	0	0	10	help_a2umart(1)	1		
A2UMART(2)	A2UMART(2)	1	10000	0	0	0	0	10	help_a2umart(2)	1		
A2UMART(3)	A2UMART(3)	1	10000	0	0	0	0	10	help_a2umart(3)	1		
A2UMART(4)	A2UMART(4)	1	10000	0	0	0	0	10	help_a2umart(4)	1		
A2UMART(5)	A2UMART(5)	1	10000	0	0	0	0	10	help_a2umart(5)	1		
A2UMART(6)	A2UMART(6)	1	10000	0	0	0	0	10	help_a2umart(6)	1		
A2UMART(7)	A2UMART(7)	1	10000	0	0	0	0	10	help_a2umart(7)	1		
A2UMART(8)	A2UMART(8)	1	10000	0	0	0	0	10	help_a2umart(8)	1		
ABIACCESTR	ABIACCESTR					0	0	40	help_abiaccestr	1		
ABIALLLIVC	ABIALLLIVC					0	0	10	help_abialllivc	1		
ABIALLMIXER	ABIALLMIXER					0	0	10	help_abiallmixer	1		
ABIAPCANCINS	ABIAPCANCINS			0.0000	0.00	0	0	10	help_abiapcancins	1		
ABIAPSTDRCUS	ABIAPSTDRCUS	0	1	0	0	0	0	20	help_abiapstdrcus	1		
ABIAPSTDSLIN	ABIAPSTDSLIN					0	0	10	help_abiapstdslin	1		
ABIAROTAVR	ABIAROTAVR					0	0	10	help_abiarotavr	1		
ABIAUTOBLEC	ABIAUTOBLEC	0	1	0	0	0	1	60	help_abiautoblec	1		
ABIAUTOT	ABIRISCVC					0	3	10	help_abiautot	0		
ABIAUTOTA	ABIAUTOTA					0	0	10	help_abiautota	1		
ABIAVAINP	ABIAVAINP			0.00	0.00	0	0	10	help_abiavainp	1		
ABIBLOCEC	ABIBLOCEC					0	1	60	help_abiblocec	1		
ABIC2T	ABIC2T			0.00	0.00	0	0	10	help_abic2t	1		
ABICARAVMNT	ABICARAVMNT					0	3	20	help_abicaravmnt	0		
ABICARRIIND	ABICARRIIND					0	1	60	help_abicarriind	1		
ABICARROIND	ABICARROIND					0	0	20	help_abicarroind	1		
ABICESTAMPO	ABICESTAMPO					0	1	10	help_abicestampo	1		
ABICHVALVOLA	ABICHVALVOLA					0	0	10	help_abichvalvola	1		
ABICICLOASEC	ABICICLOASEC			0.00	0.00	0	3	20	help_abicicloasec	0		
ABICNTEEC	ABICNTEEC	0	1	0	0	0	0	10	help_abicnteec	1		
ABICOI	ABICOI					0	3	40	help_abicoi	1		
ABIERMINIEZ	ABIERMINIEZ					0	3	10	help_abierminiez	1		
ABIESTRAI	ABIESTRAI			0.00	0	0	0	10	help_abiestrai	1		
ABIFCBIL	ABIFCBIL					0	0	10	help_abifcbil	1		
ABIFCPSLITTE	ABIFCPSLITTE					0	1	60	help_abifcpslitte	1		
ABIFCSLITTAA	ABIFCSLITTAA					0	1	60	help_abifcslittaa	1		
ABIFLUSST	ABIFLUSST					0	2	40	help_abiflusst	1		
ABIFMSTART	ABIFMSTART					0	0	20	help_abifmstart	1		
ABIFMSTOP	ABIFMSTOP					0	0	20	help_abifmstop	1		
ABIGUANCETTE	ABIGUANCETTE					0	3	10	help_abiguancette	1		
ABII2T	ABII2T					0	0	20	help_abii2t	1		
ABIKEYRPMPF	ABIKEYRPMPF					0	1	60	help_abikeyrpmpf	1		
ABILCUSTOMARCHIVE	ABILCUSTOMARCHIVE	0	1	0	0	1	3	40	help_abilcustomarchive	1		
ABILMART(1)	ABILMART(1)					0	0	20	help_abilmart(1)	1		
ABILMART(2)	ABILMART(2)					0	0	20	help_abilmart(2)	1		
ABILMART(3)	ABILMART(3)			0	0	0	0	20	help_abilmart(3)	1		
ABILMART(4)	ABILMART(4)			0	0	0	0	20	help_abilmart(4)	1		
ABILMART(5)	ABILMART(5)			0	0	0	0	20	help_abilmart(5)	1		
ABILMART(6)	ABILMART(6)			0	0	0	0	20	help_abilmart(6)	1		
ABILMART(7)	ABILMART(7)			0	0	0	0	20	help_abilmart(7)	1		
ABILMART(8)	ABILMART(8)			0	0	0	0	20	help_abilmart(8)	1		
ABILRITENI(1)	ABILRITENI(1)			0.00	0.00	0	0	20	help_abilriteni(1)	1		
ABILRITENI(2)	ABILRITENI(2)			0.00	0.00	0	0	20	help_abilriteni(2)	1		
ABILRITENI(3)	ABILRITENI(3)			0.00	0.00	0	0	20	help_abilriteni(3)	1		
ABILRITENI(4)	ABILRITENI(4)			0.00	0.00	0	0	20	help_abilriteni(4)	1		
ABILRITENU(1)	ABILRITENU(1)			0.00	0.00	0	0	20	help_abilritenu(1)	1		
ABILRITENU(2)	ABILRITENU(2)			0.00	0.00	0	0	20	help_abilritenu(2)	1		
ABILRITENU(3)	ABILRITENU(3)			0.00	0.00	0	0	20	help_abilritenu(3)	1		
ABILRITENU(4)	ABILRITENU(4)			0.00	0.00	0	0	20	help_abilritenu(4)	1		
ABILRITENU(5)	ABILRITENU(5)	0	1000	0	0	0	0	1	help_abilritenu(5)	1		
ABILRITENU(6)	ABILRITENU(6)	0	1000	0	0	0	0	1	help_abilritenu(6)	1		
ABILSOFFI(1)	ABILSOFFI(1)			0.00	0.00	0	0	20	help_abilsoffi(1)	1		
ABILSOFFI(10)	ABILSOFFI(10)	0	1	0	0	0	0	20	help_abilsoffi(10)	1		
ABILSOFFI(11)	ABILSOFFI(11)	0	1	0	0	0	0	20	help_abilsoffi(11)	1		
ABILSOFFI(12)	ABILSOFFI(12)	0	1	0	0	0	0	20	help_abilsoffi(12)	1		
ABILSOFFI(13)	ABILSOFFI(13)	0	1	0	0	0	0	20	help_abilsoffi(13)	1		
ABILSOFFI(14)	ABILSOFFI(14)	0	1	0	0	0	0	20	help_abilsoffi(14)	1		
ABILSOFFI(15)	ABILSOFFI(15)	0	1	0	0	0	0	20	help_abilsoffi(15)	1		
ABILSOFFI(16)	ABILSOFFI(16)	0	1	0	0	0	0	20	help_abilsoffi(16)	1		
ABILSOFFI(17)	ABILSOFFI(17)	0	1	0	0	0	0	20	help_abilsoffi(17)	1		
ABILSOFFI(18)	ABILSOFFI(18)	0	1	0	0	0	0	20	help_abilsoffi(18)	1		
ABILSOFFI(19)	ABILSOFFI(19)	0	1	0	0	0	0	20	help_abilsoffi(19)	1		
ABILSOFFI(2)	ABILSOFFI(2)	0	1	0	0	0	0	20	help_abilsoffi(2)	1		
ABILSOFFI(20)	ABILSOFFI(20)	0	1	0	0	0	0	20	help_abilsoffi(20)	1		
ABILSOFFI(3)	ABILSOFFI(3)	0	1	0	0	0	0	20	help_abilsoffi(3)	1		
ABILSOFFI(4)	ABILSOFFI(4)	0	1	0	0	0	0	20	help_abilsoffi(4)	1		
ABILSOFFI(5)	ABILSOFFI(5)	0	1	0	0	0	0	20	help_abilsoffi(5)	1		
ABILSOFFI(6)	ABILSOFFI(6)	0	1	0	0	0	0	20	help_abilsoffi(6)	1		
ABILSOFFI(7)	ABILSOFFI(7)	0	1	0	0	0	0	20	help_abilsoffi(7)	1		
ABILSOFFI(8)	ABILSOFFI(8)	0	1	0	0	0	0	20	help_abilsoffi(8)	1		
ABILSOFFI(9)	ABILSOFFI(9)	0	1	0	0	0	0	20	help_abilsoffi(9)	1		
ABILSPCONF	ABILSPCONF	0	1	0	0	1	1	60	help_abilspconf	1		
ABILUGST(1)	ABILUGST(1)					0	0	20	help_abilugst(1)	1		
ABILUGST(13)	ABILUGST(13)	0	1	0	0	0	0	1	help_abilugst(13)	1		
ABILUGST(14)	ABILUGST(14)	0	1	0	0	0	0	1	help_abilugst(14)	1		
ABILUGST(15)	ABILUGST(15)	0	1	0	0	0	0	1	help_abilugst(15)	1		
ABILUGST(16)	ABILUGST(16)	0	1	0	0	0	0	1	help_abilugst(16)	1		
ABILUGST(2)	ABILUGST(2)			0	0	0	0	20	help_abilugst(2)	1		
ABILUGST(3)	ABILUGST(3)			0	0	0	0	20	help_abilugst(3)	1		
ABILUGST(4)	ABILUGST(4)			0	0	0	0	20	help_abilugst(4)	1		
ABILUGST(5)	ABILUGST(5)			0	0	0	0	20	help_abilugst(5)	1		
ABILUGST(6)	ABILUGST(6)			0	0	0	0	20	help_abilugst(6)	1		
ABILUGST(7)	ABILUGST(7)			0	0	0	0	20	help_abilugst(7)	1		
ABILUGST(8)	ABILUGST(8)			0	0	0	0	20	help_abilugst(8)	1		
ABIMANTPOSI	ABIMANTPOSI					0	0	10	help_abimantposi	1		
ABIMANTPRSEC	ABIMANTPRSEC			0.00	0.00	0	0	20	help_abimantprsec	1		
ABIMANTPRSMT	ABIMANTPRSMT			0	0	0	0	20	help_abimantprsmt	1		
ABIMATEFRD	ABIMATEFRD			0.00	0.00	0	0	20	help_abimatefrd	1		
ABIMODACCMT	ABIMODACCMT			0	0	0	1	60	help_abimodaccmt	1		
ABIMTECIND(1)	ABIMTECIND(1)					0	0	40	help_abimtecind(1)	1		
ABIMTECIND(2)	ABIMTECIND(2)					0	0	40	help_abimtecind(2)	1		
ABIMTECIND(3)	ABIMTECIND(3)					0	0	40	help_abimtecind(3)	1		
ABIMTECIND(4)	ABIMTECIND(4)					0	0	40	help_abimtecind(4)	1		
ABIMTECIND(5)	ABIMTECIND(5)					0	0	40	help_abimtecind(5)	1		
ABIMTECIND(6)	ABIMTECIND(6)					0	0	40	help_abimtecind(6)	1		
ABIMTECIND(7)	ABIMTECIND(7)					0	0	40	help_abimtecind(7)	1		
ABIMTECIND(8)	ABIMTECIND(8)					0	0	40	help_abimtecind(8)	1		
ABIMTRITCANC(1)	ABIMTRITCANC(1)	0	1	0	0	0	0	10	help_abimtritcanc(1)	1		
